model,brand,year,title_status,mileage,color,state,condition,price,clase
door,ford,2016,clean vehicle,147935.0,white,texas,2 days left,25700,1
doors,ford,2015,clean vehicle,44456.0,charcoal,new york,10 days left,18900,1
wagon,ford,2019,clean vehicle,20357.0,black,pennsylvania,2 days left,31500,1
door,ford,2017,clean vehicle,66366.0,black,florida,48 minutes,45500,1
door,ford,2017,clean vehicle,43532.0,gray,pennsylvania,21 hours left,11000,0
doors,ford,2015,clean vehicle,45218.0,gray,new york,10 days left,18288,0
door,ford,2017,clean vehicle,85688.0,white,florida,48 minutes,20000,1
door,ford,2016,clean vehicle,58902.0,white,pennsylvania,21 hours left,36600,1
doors,ford,2015,clean vehicle,59869.0,silver,pennsylvania,10 days left,18299,0
escape,ford,2017,clean vehicle,35021.0,silver,colorado,8 days left,10000,0
door,ford,2012,clean vehicle,100264.0,silver,pennsylvania,21 hours left,4100,0
door,ford,2015,clean vehicle,157057.0,off-white,texas,2 days left,30995,1
door,ford,2012,salvage insurance,181316.0,black,minnesota,8 days left,1750,0
wagon,ford,2019,clean vehicle,23222.0,black,pennsylvania,2 days left,31500,1
door,ford,2016,clean vehicle,87686.0,white,colorado,8 days left,13500,0
door,ford,2014,clean vehicle,162918.0,blue,texas,6 hours left,7500,0
door,ford,2017,salvage insurance,0.0,black,california,2 days left,650,0
wagon,ford,2019,clean vehicle,32526.0,white,pennsylvania,2 days left,22800,1
door,ford,2016,clean vehicle,69402.0,white,colorado,8 days left,11300,0
door,ford,2014,clean vehicle,76336.0,white,texas,7 hours left,32700,1
door,ford,2012,salvage insurance,163334.0,white,virginia,3 days left,1350,0
wagon,ford,2019,clean vehicle,47628.0,white,pennsylvania,2 days left,21900,1
door,ford,2014,clean vehicle,135283.0,orange,texas,6 hours left,11700,0
door,ford,2014,salvage insurance,147903.0,white,georgia,3 days left,6500,0
door,ford,2014,clean vehicle,74181.0,black,colorado,8 days left,9800,0
door,ford,2014,clean vehicle,77386.0,white,texas,6 hours left,11000,0
door,ford,2014,salvage insurance,123349.0,red,georgia,3 days left,1150,0
cutaway,ford,2013,clean vehicle,136661.0,white,colorado,8 days left,13000,0
door,ford,2013,clean vehicle,109600.0,silver,texas,2 days left,5500,0
door,ford,2014,salvage insurance,125369.0,black,massachusetts,3 days left,6000,0
door,ford,2013,clean vehicle,122861.0,blue,texas,6 hours left,11200,0
door,ford,2016,salvage insurance,110826.0,gray,massachusetts,3 days left,5000,0
f-150,ford,2019,clean vehicle,12198.0,white,missouri,21 hours left,23400,1
door,ford,2019,salvage insurance,45512.0,red,massachusetts,3 days left,13500,0
f-150,ford,2019,clean vehicle,15656.0,white,missouri,21 hours left,22900,1
fusion,ford,2020,clean vehicle,23984.0,silver,virginia,2 days left,20000,1
f-150,ford,2019,clean vehicle,15821.0,white,missouri,21 hours left,22900,1
mustang,ford,2020,clean vehicle,12748.0,red,virginia,2 days left,27000,1
expedition,ford,2019,clean vehicle,9865.0,blue,oklahoma,2 days left,54500,1
fusion,ford,2020,clean vehicle,17858.0,black,virginia,2 days left,20600,1
f-150,ford,2019,clean vehicle,6711.0,white,missouri,21 hours left,23500,1
expedition,ford,2019,clean vehicle,14939.0,blue,oklahoma,2 days left,53000,1
transit,ford,2019,clean vehicle,15820.0,white,missouri,21 hours left,23600,1
wagon,ford,2019,clean vehicle,6140.0,silver,oklahoma,2 days left,33500,1
edge,ford,2019,clean vehicle,25552.0,gray,virginia,2 days left,24400,1
focus,ford,2016,clean vehicle,54984.0,black,west virginia,2 days left,13000,0
max,ford,2019,clean vehicle,24783.0,black,virginia,2 days left,48400,1
door,ford,2014,clean vehicle,148442.0,silver,west virginia,2 days left,26500,1
max,ford,2019,clean vehicle,34191.0,white,virginia,2 days left,46200,1
door,ford,2013,clean vehicle,82072.0,silver,west virginia,2 days left,9300,0
door,ford,2012,clean vehicle,104559.0,white,west virginia,2 days left,13500,0
edge,ford,2019,clean vehicle,13265.0,silver,virginia,2 days left,27600,1
door,ford,2013,clean vehicle,133314.0,red,west virginia,2 days left,7400,0
edge,ford,2019,clean vehicle,22458.0,gray,virginia,2 days left,26500,1
door,ford,2013,clean vehicle,70106.0,white,west virginia,21 hours left,26000,1
edge,ford,2019,clean vehicle,23712.0,black,virginia,2 days left,24500,1
door,ford,2012,clean vehicle,101848.0,red,west virginia,21 hours left,2100,0
ecosport,ford,2019,clean vehicle,14994.0,black,virginia,2 days left,16700,0
edge,ford,2015,clean vehicle,59726.0,gray,missouri,2 days left,17500,0
escape,ford,2019,clean vehicle,16448.0,gray,virginia,2 days left,17000,0
door,ford,2015,clean vehicle,28801.0,black,oklahoma,2 days left,22500,1
f-150,ford,2019,clean vehicle,28938.0,gray,michigan,21 hours left,34500,1
ecosport,ford,2019,clean vehicle,19022.0,black,virginia,2 days left,16600,0
door,ford,2014,clean vehicle,93832.0,silver,missouri,21 hours left,7500,0
f-150,ford,2019,clean vehicle,25046.0,white,michigan,21 hours left,34500,1
edge,ford,2019,clean vehicle,22318.0,black,virginia,2 days left,25000,1
f-150,ford,2019,clean vehicle,17301.0,gray,michigan,21 hours left,36000,1
edge,ford,2019,clean vehicle,27413.0,gray,virginia,2 days left,23700,1
explorer,ford,2019,clean vehicle,39733.0,silver,michigan,21 hours left,28600,1
door,ford,2013,clean vehicle,74195.0,brown,oklahoma,2 days left,23500,1
explorer,ford,2019,clean vehicle,44383.0,silver,michigan,21 hours left,25300,1
flex,ford,2019,clean vehicle,19151.0,white,virginia,2 days left,24900,1
f-750,ford,2012,clean vehicle,188394.0,white,missouri,21 hours left,20300,1
fusion,ford,2020,clean vehicle,2452.0,gray,michigan,21 hours left,23400,1
fusion,ford,2019,clean vehicle,36252.0,silver,virginia,2 days left,14600,0
f-150,ford,2019,clean vehicle,27136.0,silver,virginia,2 days left,25500,1
fusion,ford,2019,clean vehicle,35951.0,white,virginia,2 days left,14700,0
f-150,ford,2019,clean vehicle,35221.0,white,virginia,2 days left,33700,1
f-150,ford,2019,clean vehicle,33808.0,gray,virginia,2 days left,33400,1
f-150,ford,2019,clean vehicle,32022.0,black,michigan,21 hours left,34000,1
fusion,ford,2019,clean vehicle,34173.0,white,virginia,2 days left,17500,0
fusion,ford,2019,clean vehicle,24272.0,white,michigan,21 hours left,14100,0
f-150,ford,2019,clean vehicle,19055.0,black,virginia,2 days left,30000,1
fusion,ford,2019,clean vehicle,34822.0,red,michigan,21 hours left,16500,0
f-150,ford,2019,clean vehicle,15422.0,gray,virginia,2 days left,30600,1
ecosport,ford,2019,clean vehicle,24765.0,silver,nevada,2 days left,12800,0
wagon,ford,2019,clean vehicle,23019.0,white,virginia,2 days left,26000,1
max,ford,2019,clean vehicle,38243.0,black,texas,21 hours left,46000,1
ranger,ford,2019,clean vehicle,16509.0,white,virginia,2 days left,28500,1
edge,ford,2019,clean vehicle,18762.0,silver,nevada,2 days left,24300,1
explorer,ford,2019,clean vehicle,28854.0,no_color,texas,21 hours left,29000,1
escape,ford,2019,clean vehicle,17392.0,black,nevada,2 days left,15300,0
mustang,ford,2019,clean vehicle,13558.0,white,new mexico,21 hours left,27900,1
edge,ford,2019,clean vehicle,27082.0,black,nevada,2 days left,24700,1
escape,ford,2019,clean vehicle,17510.0,black,texas,21 hours left,14400,0
ecosport,ford,2019,clean vehicle,24662.0,white,nevada,2 days left,15000,0
door,ford,2014,clean vehicle,96076.0,black,florida,18 hours left,17200,0
ecosport,ford,2019,clean vehicle,22858.0,white,nevada,2 days left,12800,0
explorer,ford,2020,clean vehicle,740.0,gray,virginia,21 hours left,46900,1
door,ford,2013,clean vehicle,110748.0,gray,florida,2 days left,2800,0
escape,ford,2019,clean vehicle,25090.0,black,nevada,2 days left,16200,0
escape,ford,2020,clean vehicle,7.0,black,virginia,21 hours left,25200,1
max,ford,2019,clean vehicle,34277.0,silver,nevada,2 days left,34800,1
srw,ford,2019,clean vehicle,34527.0,white,texas,21 hours left,52000,1
door,ford,2017,clean vehicle,99923.0,white,texas,1 days left,26000,1
expedition,ford,2019,clean vehicle,39170.0,white,nevada,2 days left,40600,1
srw,ford,2019,clean vehicle,16569.0,no_color,texas,21 hours left,55000,1
door,ford,2015,clean vehicle,80612.0,black,texas,1 days left,5000,0
max,ford,2019,clean vehicle,36616.0,black,nevada,2 days left,36400,1
door,ford,2015,clean vehicle,92165.0,white,texas,1 days left,7500,0
escape,ford,2019,clean vehicle,44778.0,silver,nevada,2 days left,14700,0
explorer,ford,2020,clean vehicle,2089.0,no_color,south carolina,21 hours left,43900,1
door,ford,2013,clean vehicle,91652.0,red,texas,1 days left,6400,0
expedition,ford,2019,clean vehicle,35801.0,silver,nevada,2 days left,41100,1
door,ford,2013,clean vehicle,88781.0,white,texas,1 days left,23000,1
escape,ford,2019,clean vehicle,36978.0,blue,nevada,2 days left,13900,0
door,ford,2012,clean vehicle,189776.0,white,texas,1 days left,19000,1
max,ford,2019,clean vehicle,35233.0,white,nevada,2 days left,34800,1
door,ford,2012,clean vehicle,151641.0,white,texas,1 days left,22000,1
escape,ford,2019,clean vehicle,37044.0,white,nevada,1 hours left,16300,0
escape,ford,2019,clean vehicle,15835.0,green,virginia,21 hours left,18800,1
cab,ford,2012,clean vehicle,201187.0,white,texas,1 days left,13000,0
max,ford,2019,clean vehicle,41928.0,black,nevada,2 days left,40900,1
expedition,ford,2019,clean vehicle,37059.0,gray,virginia,21 hours left,47000,1
door,ford,2017,clean vehicle,33763.0,red,wisconsin,14 hours left,12800,0
explorer,ford,2019,clean vehicle,29850.0,gray,nevada,2 days left,25500,1
escape,ford,2019,clean vehicle,26675.0,black,virginia,21 hours left,17800,0
f-150,ford,2019,clean vehicle,17828.0,black,nevada,2 days left,25700,1
escape,ford,2019,clean vehicle,29632.0,white,virginia,21 hours left,17200,0
srw,ford,2019,clean vehicle,11544.0,white,new jersey,2 hours left,35000,1
f-150,ford,2019,clean vehicle,21976.0,white,nevada,2 days left,28800,1
max,ford,2019,clean vehicle,43617.0,black,tennessee,21 hours left,39200,1
escape,ford,2019,clean vehicle,49254.0,gray,pennsylvania,1 days left,13600,0
f-150,ford,2019,clean vehicle,51589.0,black,nevada,2 days left,24200,1
max,ford,2019,clean vehicle,41399.0,gray,virginia,21 hours left,46900,1
f-150,ford,2019,clean vehicle,11734.0,gray,pennsylvania,1 days left,26500,1
explorer,ford,2019,clean vehicle,41628.0,silver,nevada,2 days left,24700,1
focus,ford,2017,clean vehicle,15075.0,gray,new jersey,7 days left,12600,0
f-150,ford,2019,clean vehicle,26591.0,red,nevada,2 days left,31800,1
f-150,ford,2019,clean vehicle,22906.0,white,nevada,2 days left,24500,1
f-150,ford,2019,clean vehicle,33462.0,white,virginia,21 hours left,26000,1
f-150,ford,2017,clean vehicle,32747.0,gray,pennsylvania,7 days left,21000,1
f-150,ford,2019,clean vehicle,33717.0,white,nevada,2 days left,22500,1
door,ford,2017,clean vehicle,85218.0,black,pennsylvania,1 days left,7700,0
f-150,ford,2019,clean vehicle,23512.0,red,nevada,2 days left,23100,1
door,ford,2017,clean vehicle,57853.0,white,pennsylvania,1 days left,9200,0
mustang,ford,2019,clean vehicle,33324.0,gray,nevada,2 days left,19600,1
door,ford,2016,clean vehicle,23803.0,black,pennsylvania,1 days left,11700,0
mustang,ford,2019,clean vehicle,31260.0,blue,nevada,2 days left,27300,1
edge,ford,2016,clean vehicle,69428.0,white,pennsylvania,1 days left,14300,0
transit,ford,2019,clean vehicle,15755.0,white,nevada,2 days left,23600,1
door,ford,2016,clean vehicle,90946.0,gray,pennsylvania,1 days left,6200,0
wagon,ford,2019,clean vehicle,51370.0,white,nevada,2 days left,22400,1
door,ford,2016,clean vehicle,99941.0,black,pennsylvania,1 days left,5700,0
transit,ford,2019,clean vehicle,15456.0,white,nevada,2 days left,23600,1
door,ford,2016,clean vehicle,141603.0,gray,pennsylvania,1 days left,4600,0
srw,ford,2019,clean vehicle,2382.0,silver,nevada,5 days left,37500,1
van,ford,2016,clean vehicle,99544.0,white,pennsylvania,1 days left,10700,0
srw,ford,2019,clean vehicle,21546.0,black,nevada,2 days left,31900,1
mustang,ford,2019,clean vehicle,16293.0,black,georgia,21 hours left,31600,1
escape,ford,2018,clean vehicle,40375.0,gray,nevada,2 days left,12600,0
door,ford,2013,clean vehicle,143191.0,gray,pennsylvania,1 days left,5300,0
fiesta,ford,2018,clean vehicle,363.0,blue,nevada,Listing Expired,3900,0
edge,ford,2015,clean vehicle,59656.0,gray,florida,4 days left,13000,0
ecosport,ford,2018,clean vehicle,37878.0,black,nevada,2 days left,11800,0
edge,ford,2019,clean vehicle,20628.0,black,georgia,21 hours left,24600,1
door,ford,2014,clean vehicle,71205.0,black,florida,4 days left,14500,0
explorer,ford,2018,clean vehicle,26186.0,silver,nevada,2 days left,24300,1
fusion,ford,2018,clean vehicle,38157.0,white,nevada,2 days left,12300,0
door,ford,2016,clean vehicle,30325.0,blue,new jersey,2 hours left,14800,0
mustang,ford,2018,clean vehicle,31561.0,silver,nevada,2 days left,17100,0
door,ford,2016,clean vehicle,66655.0,no_color,new jersey,2 hours left,6800,0
explorer,ford,2018,clean vehicle,19029.0,blue,connecticut,18 hours left,20300,1
f-150,ford,2018,clean vehicle,11739.0,silver,new york,18 hours left,26300,1
door,ford,2016,clean vehicle,50423.0,silver,nevada,Listing Expired,22500,1
srw,ford,2019,clean vehicle,25638.0,gray,tennessee,21 hours left,41200,1
door,ford,2017,clean vehicle,59798.0,gray,florida,Listing Expired,20400,1
drw,ford,2019,clean vehicle,5035.0,black,virginia,21 hours left,49900,1
escape,ford,2017,clean vehicle,32284.0,silver,new york,18 hours left,12100,0
door,ford,2016,clean vehicle,40371.0,blue,florida,Listing Expired,24000,1
escape,ford,2017,clean vehicle,107569.0,white,new york,18 hours left,9500,0
door,ford,2017,clean vehicle,96451.0,silver,new jersey,18 hours left,9000,0
escape,ford,2017,clean vehicle,94851.0,white,new jersey,18 hours left,9800,0
door,ford,2017,clean vehicle,108727.0,silver,connecticut,18 hours left,7800,0
f-150,ford,2017,clean vehicle,91979.0,white,new york,18 hours left,17200,0
explorer,ford,2017,clean vehicle,76258.0,gray,new york,18 hours left,18800,1
door,ford,2014,clean vehicle,147574.0,white,california,20 hours left,9800,0
door,ford,2013,clean vehicle,104764.0,gray,florida,Listing Expired,7000,0
max,ford,2019,clean vehicle,16934.0,gray,nevada,2 days left,44000,1
transit,ford,2019,clean vehicle,13822.0,white,texas,2 days left,23400,1
transit,ford,2019,clean vehicle,5250.0,white,texas,2 days left,30700,1
escape,ford,2019,clean vehicle,33451.0,black,south carolina,21 hours left,15600,0
f-150,ford,2019,clean vehicle,14291.0,white,texas,2 days left,22600,1
f-150,ford,2019,clean vehicle,16725.0,white,south carolina,21 hours left,22900,1
f-150,ford,2019,clean vehicle,13002.0,white,texas,2 days left,22800,1
f-150,ford,2019,clean vehicle,18902.0,white,south carolina,21 hours left,22700,1
f-150,ford,2019,clean vehicle,9732.0,white,texas,2 days left,23000,1
f-150,ford,2019,clean vehicle,18947.0,white,south carolina,21 hours left,22700,1
f-150,ford,2019,clean vehicle,8402.0,white,north carolina,2 days left,23000,1
f-150,ford,2019,clean vehicle,17450.0,gray,south carolina,21 hours left,34400,1
srw,ford,2016,clean vehicle,53986.0,gray,nevada,Listing Expired,36500,1
f-150,ford,2019,clean vehicle,15848.0,white,south carolina,21 hours left,23100,1
f-150,ford,2019,clean vehicle,10770.0,white,south carolina,21 hours left,23300,1
f-150,ford,2019,clean vehicle,14587.0,white,north carolina,2 days left,22600,1
door,ford,2016,clean vehicle,98625.0,gray,mississippi,19 hours left,4500,0
f-150,ford,2019,clean vehicle,10916.0,white,north carolina,2 days left,23000,1
door,ford,2014,clean vehicle,107173.0,white,mississippi,19 hours left,8000,0
fiesta,ford,2019,clean vehicle,10134.0,silver,north carolina,2 days left,11500,0
door,ford,2017,clean vehicle,43056.0,no_color,south carolina,21 hours left,9400,0
f-150,ford,2019,clean vehicle,10655.0,white,north carolina,2 days left,23000,1
door,ford,2012,clean vehicle,173601.0,black,california,18 hours left,2800,0
transit,ford,2019,clean vehicle,14231.0,white,north carolina,2 days left,22600,1
transit,ford,2019,clean vehicle,8985.0,white,north carolina,2 days left,23000,1
door,ford,2016,clean vehicle,84338.0,black,south carolina,21 hours left,5200,0
door,ford,2017,clean vehicle,104290.0,gray,texas,2 days left,19200,1
door,ford,2017,clean vehicle,45592.0,red,texas,2 days left,10100,0
door,ford,2015,clean vehicle,103960.0,black,south carolina,21 hours left,6200,0
explorer,ford,2016,clean vehicle,110333.0,white,texas,2 days left,14000,0
door,ford,2015,clean vehicle,138516.0,gray,south carolina,21 hours left,5000,0
door,ford,2016,clean vehicle,49094.0,red,texas,2 days left,9200,0
door,ford,2016,clean vehicle,97526.0,black,texas,2 days left,14700,0
door,ford,2014,clean vehicle,87420.0,silver,south carolina,21 hours left,3000,0
door,ford,2015,clean vehicle,67052.0,red,texas,2 days left,30200,1
door,ford,2013,clean vehicle,58913.0,black,south carolina,21 hours left,3800,0
door,ford,2013,clean vehicle,999999.0,silver,south carolina,21 hours left,3200,0
van,ford,2015,clean vehicle,14482.0,no_color,texas,2 days left,21500,1
door,ford,2016,clean vehicle,57084.0,white,california,9 days left,4900,0
expedition,ford,2017,clean vehicle,90251.0,silver,colorado,20 hours left,23000,1
door,ford,2014,clean vehicle,97320.0,no_color,texas,2 days left,11200,0
door,ford,2014,clean vehicle,80652.0,white,california,23 hours left,10400,0
door,ford,2014,clean vehicle,99816.0,black,texas,2 days left,13200,0
door,ford,2013,clean vehicle,115429.0,silver,texas,2 days left,5200,0
door,ford,2015,clean vehicle,85549.0,red,new jersey,2 hours left,10500,0
bus,ford,2013,clean vehicle,83030.0,white,california,1 days left,11900,0
door,ford,2014,clean vehicle,130168.0,white,texas,2 days left,21200,1
door,ford,2013,clean vehicle,80090.0,white,california,1 days left,23500,1
door,ford,2013,clean vehicle,118593.0,white,texas,2 days left,4700,0
